"AMEX Securities as of 11/9/2007","","",""
"Name","Symbol","Market Value (millions)","Description (as filed with the SEC)"
"Select Sector SPDR Fund - Energy Select Sector","XLE","$5,640.5","Not Available"
"Select Sector SPDR Fund - Financial","XLF","$1,959.7","Not Available"
"Select Sector SPDR Fund - Health Care","XLV","$2,000.6","Not Available"
"Select Sector SPDR Fund - Industrial","XLI","$1,172.0","Not Available"
"Select Sector SPDR Fund - Technology","XLK","$2,242.6","Not Available"
"Select Sector SPDR Fund - Utilities","XLU","$3,454.7","Not Available"
"Semotus Solutions, Inc.","DLK","$1.8","Semotus(R) Solutions, Inc. (""We"" or ""Our""), is a leading provider of enterprise
application software connecting employeeS wirelessly to critical business
systems, information, and processes. We help mobile employees make better and
faster decisions, increase customer satisfaction, and improve efficiencies in
their business processes for shorter sales and service cycles. Our wireless
software products and services include the HipLinkXS family of software, the
PocketAdmin and PocketDBA software from Expand Beyond, and the technology and
software solutions from Clickmarks. Our enterprise application software and
services provide mobility, convenience, and efficiency and improve
profitability. These software solutions provide immediate mobile access and
control of business-critical software applications, databases, networks and
servers.

We were formed under the laws of the State of Nevada on June 18, 1996.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f06%2f28%2f0001072613-07-001421.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Senesco Technologies Inc","SNT","$8.4","The primary business of Senesco Technologies, Inc., a Delaware corporation
incorporated in 1999, and its wholly-owned subsidiary, Senesco, Inc., a New
Jersey corporation incorporated in 1998, collectively referred to as “Senesco,”
“we,” “us” or “our,” is to utilize our patented and patent-pending genes,
primarily eucaryotic translation initiation Factor 5A, or Factor 5A, and
deoxyhypusine synthase, or DHS, in human health applications to:

†    Develop novel approaches to treat inflammatory and / or apoptotic, related
diseases in humans;

†    Develop novel approaches to treat cancer, a group of diseases in which
apoptosis does not occur normally; and

Factor 5A, DHS and Lipase in agricultural applications, to enhance the quality
and productivity of fruits, flowers, and vegetables and agronomic crops through
the control of cell death, referred to as senescence, and growth in plants.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2006%2f10%2f13%2f0001104659-06-066505.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Servotronics, Inc.","SVT","$24.5","Servotronics, Inc. and its subsidiaries (collectively the ""Registrant"" or
the ""Company"")  design,  manufacture  and market  advanced  technology  products
consisting  primarily of control components and consumer products  consisting of
knives and various types of cutlery.

       The Company was  incorporated  in New York in 1959. In 1972,  the Company
was merged into a wholly-owned  subsidiary organized under the laws of the State
of Delaware, thereby changing the Company's state of incorporation from New York
to Delaware.

PRODUCTS

       ADVANCED TECHNOLOGY PRODUCTS
      
       The Company designs,  manufactures and markets a variety of servo-control
components  which  convert an  electrical  current  into a  mechanical  force or
movement and other  related  products.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f03%2f30%2f0001110550-07-000018.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Shanghai Century Acquisition Corporation","SHA","$144.7","We are a Cayman Islands blank check company formed to serve as a vehicle for the
acquisition of an operating business that has its primary operating facilities
in the People’s Republic of China, or the PRC or China, including the Hong Kong
Special Administrative Region, or Hong Kong, and the Macau Special
Administrative Region, or Macau, but excluding Taiwan. On April 28, 2006, we
closed our initial public offering of 14,375,000 units (including 1,875,000
units subject to the underwriters’ over-allotment option, which was exercised in
full). Each unit consists of one ordinary share, par value $0.0005, and one
warrant. The units were sold at an offering price of $8.00, generating gross
proceeds to the Company of $115,000,000. I-Bankers Securities Incorporated, WR
Hambrecht + Co and Ladenburg Thalmann & Co. Inc. acted as the co-managing
underwriters for the initial public offering.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f04%2f19%2f0001193125-07-084794.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Shanghai Century Acquisition Corporation","SHA/U","$143.0","Not Available"
"Shanghai Century Acquisition Corporation","SHA/WS","$28.0","Not Available"
"SIFCO Industries, Inc.","SIF","$96.9","SIFCO Industries, Inc. (“Company”), an Ohio corporation, was incorporated in
1916. The executive offices of the Company are located at 970 East 64th Street,
Cleveland, Ohio 44103, and its telephone number is (216) 881-8600.
The Company is engaged in the production and sale of a variety of metalworking
processes, services and products produced primarily to the specific design
requirements of its customers. The processes and services include forging,
heat-treating, coating, welding, machining and selective electrochemical
finishing. The products include forged components, machined forgings and other
machined metal components, remanufactured components for aerospace and
industrial turbine engines, and selective electrochemical finishing solutions
and equipment. The Company’s operations are conducted in three business
segments: (1) Aerospace Component Manufacturing Group, (2) Turbine Component
Services and Repair Group and (3) Applied Surface Concepts Group.
B.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2006%2f12%2f15%2f0000950152-06-010193.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Signalife, Inc.","SGN","$46.3","Signalife, Inc. (“Signalife”, “we,” “us,” “our” and similar terms) is a medical
device company focused on researching, developing and marketing medical devices
which monitor and measure physiological signals in order to detect diseases that
 impact an individual’s health.  Physiological signals are small bioelectrical
signals generated by the body.  Our initial product is a patient module used as
  part of a heart monitor system to acquire, amplify and process physiological
   signals associated with an patient’s cardiovascular system.  Heart monitor
      systems are used, among other things, by heart specialists known as
cardiologists to collect physiological data for electrocardiogram or “ECG” tests
   for the purpose of detecting and identifying cardiovascular disease.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f04%2f02%2f0000810365-07-000005.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"SiM Internal Test 10","WWZ^K","N/A","Not Available"
"SiM Internal Test 6","MMZ^K","N/A","Not Available"
"SiM Internal Test 7","OOZ^K","N/A","Not Available"
"SiM Internal Test 8","QQZ^K","N/A","Not Available"
"SiM Internal Test 9","SS^K","N/A","Not Available"
"Simulations Plus, Inc.","SLP","$88.7","Simulations Plus, Inc. (the ""Company"" or ""Simulations Plus"", or ""we"" or ""our"")
and its wholly owned subsidiary, Words+, Inc. (""Words+"") produce different types
of products: (1) Simulations Plus, incorporated in 1996, develops and produces
software for use in pharmaceutical research and for education, and also provides
contract research services to the pharmaceutical industry, and (2) Words+,
founded in 1981, produces computer software and specialized hardware for use by
persons with disabilities, as well as a personal productivity software program
called Abbreviate! for the retail market. For the purposes of this document, we
sometimes refer to the two businesses as ""Simulations Plus"" when referring to
the business that is primarily pharmaceutical software and services, and
""Words+"" when referring to the business that is primarily assistive technologies
for persons with disabilities.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2006%2f11%2f22%2f0001019687-06-002875.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Singing Machine Company, Inc. (The)","SMD","$12.3","The Singing Machine Company, Inc. (“Company,” “Singing Machine,” “we,” “us,” or,
“our”) is engaged in the development, production, marketing and distribution of
consumer karaoke audio equipment, accessories, music, musical instruments, and
licensed youth electronic products. We contract for the manufacturing of all our
electronic equipment products with factories located in China. We also produce
and market karaoke music, including compact discs plus graphics (""CD+G's""),
which contain music and lyrics of popular songs for use with karaoke recording
equipment. We obtain the song licenses from major publishers such as EMI,
Universal, Sony and Warner and contract for the reproduction of music recordings
with independent studios.

We were incorporated in California in 1982. We originally sold our products
exclusively to professional and semi-professional singers. In 1988, we began
marketing karaoke equipment for home use.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f07%2f16%2f0001144204-07-036810.html#FIS_BUSINESS"" &nbsp;&nbsp;"
"Sinovac Biotech, Ltd.","SVA","$270.8","We are a holding company and conduct our business in China through our
71.56% majority-owned subsidiary, Sinovac Beijing, and our wholly owned
subsidiary, Tangshan Yian. Sinovac Beijing was incorporated on April 28, 2001
and Tangshan Yian was incorporated on February 9, 1993.

     We were incorporated in Antigua and Barbuda on March 1, 1999. Before we
adopted our current name on October 21, 2003, we were called “Net-Force System
Inc.” and were primarily engaged in the online gaming business. We were quoted
on the OTC Bulletin Board on February 21, 2003. In September 2003, we issued 10
million new shares to Lily Wang, one of our current principal shareholders, to
acquire a 51% equity interest in Sinovac Beijing that Ms. Wang had contracted to
purchase from certain of Sinovac Beijing’s then shareholders for cash
immediately before the above 51% share transfer.&nbsp;&nbsp;... More...""http://secfilings.nasdaq.com/edgar_conv_html%2f2007%2f04%2f11%2f0001127855-07-000243.html#FIS_COMPANY_INFORMATION"" &nbsp;&nbsp;"
